file,width,height,format,mode,source,aspect_ratio
265-2.png,1024,1024,PNG,RGB,mvtec,1.0
259-2.png,1024,1024,PNG,RGB,mvtec,1.0
258-2.png,1024,1024,PNG,RGB,mvtec,1.0
264-2.png,1024,1024,PNG,RGB,mvtec,1.0
270.png,1024,1024,PNG,RGB,mvtec,1.0
099-8.png,1024,1024,PNG,RGB,mvtec,1.0
066-8.png,1024,1024,PNG,RGB,mvtec,1.0
072-8.png,1024,1024,PNG,RGB,mvtec,1.0
112-8.png,1024,1024,PNG,RGB,mvtec,1.0
106-8.png,1024,1024,PNG,RGB,mvtec,1.0
338.png,1024,1024,PNG,RGB,mvtec,1.0
310.png,1024,1024,PNG,RGB,mvtec,1.0
304.png,1024,1024,PNG,RGB,mvtec,1.0
312.png,1024,1024,PNG,RGB,mvtec,1.0
306.png,1024,1024,PNG,RGB,mvtec,1.0
110-8.png,1024,1024,PNG,RGB,mvtec,1.0
104-8.png,1024,1024,PNG,RGB,mvtec,1.0
138-8.png,1024,1024,PNG,RGB,mvtec,1.0
064-8.png,1024,1024,PNG,RGB,mvtec,1.0
070-8.png,1024,1024,PNG,RGB,mvtec,1.0
058-9.png,1024,1024,PNG,RGB,mvtec,1.0
266-2.png,1024,1024,PNG,RGB,mvtec,1.0
272.png,1024,1024,PNG,RGB,mvtec,1.0
299.png,1024,1024,PNG,RGB,mvtec,1.0
298.png,1024,1024,PNG,RGB,mvtec,1.0
273.png,1024,1024,PNG,RGB,mvtec,1.0
267.png,1024,1024,PNG,RGB,mvtec,1.0
059-9.png,1024,1024,PNG,RGB,mvtec,1.0
071-8.png,1024,1024,PNG,RGB,mvtec,1.0
065-8.png,1024,1024,PNG,RGB,mvtec,1.0
139-8.png,1024,1024,PNG,RGB,mvtec,1.0
105-8.png,1024,1024,PNG,RGB,mvtec,1.0
111-8.png,1024,1024,PNG,RGB,mvtec,1.0
307.png,1024,1024,PNG,RGB,mvtec,1.0
313.png,1024,1024,PNG,RGB,mvtec,1.0
336.png,1024,1024,PNG,RGB,mvtec,1.0
322.png,1024,1024,PNG,RGB,mvtec,1.0
108-8.png,1024,1024,PNG,RGB,mvtec,1.0
134-8.png,1024,1024,PNG,RGB,mvtec,1.0
120-8.png,1024,1024,PNG,RGB,mvtec,1.0
068-8.png,1024,1024,PNG,RGB,mvtec,1.0
040-9.png,1024,1024,PNG,RGB,mvtec,1.0
054-9.png,1024,1024,PNG,RGB,mvtec,1.0
083-8.png,1024,1024,PNG,RGB,mvtec,1.0
097-8.png,1024,1024,PNG,RGB,mvtec,1.0
242-3.png,1024,1024,PNG,RGB,mvtec,1.0
256-2.png,1024,1024,PNG,RGB,mvtec,1.0
281.png,1024,1024,PNG,RGB,mvtec,1.0
295.png,1024,1024,PNG,RGB,mvtec,1.0
294.png,1024,1024,PNG,RGB,mvtec,1.0
280.png,1024,1024,PNG,RGB,mvtec,1.0
257-2.png,1024,1024,PNG,RGB,mvtec,1.0
243-3.png,1024,1024,PNG,RGB,mvtec,1.0
096-8.png,1024,1024,PNG,RGB,mvtec,1.0
082-8.png,1024,1024,PNG,RGB,mvtec,1.0
055-9.png,1024,1024,PNG,RGB,mvtec,1.0
041-9.png,1024,1024,PNG,RGB,mvtec,1.0
069-8.png,1024,1024,PNG,RGB,mvtec,1.0
121-8.png,1024,1024,PNG,RGB,mvtec,1.0
135-8.png,1024,1024,PNG,RGB,mvtec,1.0
109-8.png,1024,1024,PNG,RGB,mvtec,1.0
323.png,1024,1024,PNG,RGB,mvtec,1.0
337.png,1024,1024,PNG,RGB,mvtec,1.0
309.png,1024,1024,PNG,RGB,mvtec,1.0
321.png,1024,1024,PNG,RGB,mvtec,1.0
335.png,1024,1024,PNG,RGB,mvtec,1.0
123-8.png,1024,1024,PNG,RGB,mvtec,1.0
137-8.png,1024,1024,PNG,RGB,mvtec,1.0
057-9.png,1024,1024,PNG,RGB,mvtec,1.0
043-9.png,1024,1024,PNG,RGB,mvtec,1.0
094-8.png,1024,1024,PNG,RGB,mvtec,1.0
080-8.png,1024,1024,PNG,RGB,mvtec,1.0
269.png,1024,1024,PNG,RGB,mvtec,1.0
255-2.png,1024,1024,PNG,RGB,mvtec,1.0
241-3.png,1024,1024,PNG,RGB,mvtec,1.0
296.png,1024,1024,PNG,RGB,mvtec,1.0
282.png,1024,1024,PNG,RGB,mvtec,1.0
283.png,1024,1024,PNG,RGB,mvtec,1.0
297.png,1024,1024,PNG,RGB,mvtec,1.0
240-3.png,1024,1024,PNG,RGB,mvtec,1.0
254-2.png,1024,1024,PNG,RGB,mvtec,1.0
268.png,1024,1024,PNG,RGB,mvtec,1.0
081-8.png,1024,1024,PNG,RGB,mvtec,1.0
095-8.png,1024,1024,PNG,RGB,mvtec,1.0
042-9.png,1024,1024,PNG,RGB,mvtec,1.0
056-9.png,1024,1024,PNG,RGB,mvtec,1.0
136-8.png,1024,1024,PNG,RGB,mvtec,1.0
122-8.png,1024,1024,PNG,RGB,mvtec,1.0
334.png,1024,1024,PNG,RGB,mvtec,1.0
320.png,1024,1024,PNG,RGB,mvtec,1.0
308.png,1024,1024,PNG,RGB,mvtec,1.0
324.png,1024,1024,PNG,RGB,mvtec,1.0
330.png,1024,1024,PNG,RGB,mvtec,1.0
318.png,1024,1024,PNG,RGB,mvtec,1.0
126-8.png,1024,1024,PNG,RGB,mvtec,1.0
132-8.png,1024,1024,PNG,RGB,mvtec,1.0
052-9.png,1024,1024,PNG,RGB,mvtec,1.0
046-9.png,1024,1024,PNG,RGB,mvtec,1.0
091-8.png,1024,1024,PNG,RGB,mvtec,1.0
085-8.png,1024,1024,PNG,RGB,mvtec,1.0
250-2.png,1024,1024,PNG,RGB,mvtec,1.0
244-3.png,1024,1024,PNG,RGB,mvtec,1.0
278.png,1024,1024,PNG,RGB,mvtec,1.0
293.png,1024,1024,PNG,RGB,mvtec,1.0
287.png,1024,1024,PNG,RGB,mvtec,1.0
286.png,1024,1024,PNG,RGB,mvtec,1.0
292.png,1024,1024,PNG,RGB,mvtec,1.0
279.png,1024,1024,PNG,RGB,mvtec,1.0
245-3.png,1024,1024,PNG,RGB,mvtec,1.0
251-2.png,1024,1024,PNG,RGB,mvtec,1.0
084-8.png,1024,1024,PNG,RGB,mvtec,1.0
090-8.png,1024,1024,PNG,RGB,mvtec,1.0
047-9.png,1024,1024,PNG,RGB,mvtec,1.0
053-9.png,1024,1024,PNG,RGB,mvtec,1.0
133-8.png,1024,1024,PNG,RGB,mvtec,1.0
127-8.png,1024,1024,PNG,RGB,mvtec,1.0
319.png,1024,1024,PNG,RGB,mvtec,1.0
331.png,1024,1024,PNG,RGB,mvtec,1.0
325.png,1024,1024,PNG,RGB,mvtec,1.0
333.png,1024,1024,PNG,RGB,mvtec,1.0
327.png,1024,1024,PNG,RGB,mvtec,1.0
131-8.png,1024,1024,PNG,RGB,mvtec,1.0
125-8.png,1024,1024,PNG,RGB,mvtec,1.0
119-8.png,1024,1024,PNG,RGB,mvtec,1.0
045-9.png,1024,1024,PNG,RGB,mvtec,1.0
051-9.png,1024,1024,PNG,RGB,mvtec,1.0
079-8.png,1024,1024,PNG,RGB,mvtec,1.0
086-8.png,1024,1024,PNG,RGB,mvtec,1.0
092-8.png,1024,1024,PNG,RGB,mvtec,1.0
247-2.png,1024,1024,PNG,RGB,mvtec,1.0
253-2.png,1024,1024,PNG,RGB,mvtec,1.0
284.png,1024,1024,PNG,RGB,mvtec,1.0
290.png,1024,1024,PNG,RGB,mvtec,1.0
291.png,1024,1024,PNG,RGB,mvtec,1.0
285.png,1024,1024,PNG,RGB,mvtec,1.0
252-2.png,1024,1024,PNG,RGB,mvtec,1.0
246-3.png,1024,1024,PNG,RGB,mvtec,1.0
093-8.png,1024,1024,PNG,RGB,mvtec,1.0
087-8.png,1024,1024,PNG,RGB,mvtec,1.0
078-8.png,1024,1024,PNG,RGB,mvtec,1.0
050-9.png,1024,1024,PNG,RGB,mvtec,1.0
044-9.png,1024,1024,PNG,RGB,mvtec,1.0
118-8.png,1024,1024,PNG,RGB,mvtec,1.0
124-8.png,1024,1024,PNG,RGB,mvtec,1.0
130-8.png,1024,1024,PNG,RGB,mvtec,1.0
326.png,1024,1024,PNG,RGB,mvtec,1.0
332.png,1024,1024,PNG,RGB,mvtec,1.0
369.png,1024,1024,PNG,RGB,mvtec,1.0
355.png,1024,1024,PNG,RGB,mvtec,1.0
341.png,1024,1024,PNG,RGB,mvtec,1.0
382.png,1024,1024,PNG,RGB,mvtec,1.0
157-8.png,1024,1024,PNG,RGB,mvtec,1.0
143-8.png,1024,1024,PNG,RGB,mvtec,1.0
194-8.png,1024,1024,PNG,RGB,mvtec,1.0
180-8.png,1024,1024,PNG,RGB,mvtec,1.0
023-16.png,1024,1024,PNG,RGB,mvtec,1.0
037-9.png,1024,1024,PNG,RGB,mvtec,1.0
209-8.png,1024,1024,PNG,RGB,mvtec,1.0
221-5.png,1024,1024,PNG,RGB,mvtec,1.0
235-4.png,1024,1024,PNG,RGB,mvtec,1.0
234-4.png,1024,1024,PNG,RGB,mvtec,1.0
220-5.png,1024,1024,PNG,RGB,mvtec,1.0
208-8.png,1024,1024,PNG,RGB,mvtec,1.0
036-9.png,1024,1024,PNG,RGB,mvtec,1.0
022-21.png,1024,1024,PNG,RGB,mvtec,1.0
181-8.png,1024,1024,PNG,RGB,mvtec,1.0
195-8.png,1024,1024,PNG,RGB,mvtec,1.0
142-8.png,1024,1024,PNG,RGB,mvtec,1.0
156-8.png,1024,1024,PNG,RGB,mvtec,1.0
383.png,1024,1024,PNG,RGB,mvtec,1.0
340.png,1024,1024,PNG,RGB,mvtec,1.0
354.png,1024,1024,PNG,RGB,mvtec,1.0
368.png,1024,1024,PNG,RGB,mvtec,1.0
342.png,1024,1024,PNG,RGB,mvtec,1.0
356.png,1024,1024,PNG,RGB,mvtec,1.0
381.png,1024,1024,PNG,RGB,mvtec,1.0
168-8.png,1024,1024,PNG,RGB,mvtec,1.0
140-8.png,1024,1024,PNG,RGB,mvtec,1.0
154-8.png,1024,1024,PNG,RGB,mvtec,1.0
183-8.png,1024,1024,PNG,RGB,mvtec,1.0
197-8.png,1024,1024,PNG,RGB,mvtec,1.0
008-51.png,1024,1024,PNG,RGB,mvtec,1.0
034-9.png,1024,1024,PNG,RGB,mvtec,1.0
020-27.png,1024,1024,PNG,RGB,mvtec,1.0
236-4.png,1024,1024,PNG,RGB,mvtec,1.0
222-5.png,1024,1024,PNG,RGB,mvtec,1.0
223-5.png,1024,1024,PNG,RGB,mvtec,1.0
237-4.png,1024,1024,PNG,RGB,mvtec,1.0
021-24.png,1024,1024,PNG,RGB,mvtec,1.0
035-9.png,1024,1024,PNG,RGB,mvtec,1.0
009-50.png,1024,1024,PNG,RGB,mvtec,1.0
196-8.png,1024,1024,PNG,RGB,mvtec,1.0
182-8.png,1024,1024,PNG,RGB,mvtec,1.0
155-8.png,1024,1024,PNG,RGB,mvtec,1.0
141-8.png,1024,1024,PNG,RGB,mvtec,1.0
169-8.png,1024,1024,PNG,RGB,mvtec,1.0
380.png,1024,1024,PNG,RGB,mvtec,1.0
357.png,1024,1024,PNG,RGB,mvtec,1.0
343.png,1024,1024,PNG,RGB,mvtec,1.0
347.png,1024,1024,PNG,RGB,mvtec,1.0
353.png,1024,1024,PNG,RGB,mvtec,1.0
384.png,1024,1024,PNG,RGB,mvtec,1.0
390.png,1024,1024,PNG,RGB,mvtec,1.0
145-8.png,1024,1024,PNG,RGB,mvtec,1.0
151-8.png,1024,1024,PNG,RGB,mvtec,1.0
179-8.png,1024,1024,PNG,RGB,mvtec,1.0
186-8.png,1024,1024,PNG,RGB,mvtec,1.0
192-8.png,1024,1024,PNG,RGB,mvtec,1.0
031-11.png,1024,1024,PNG,RGB,mvtec,1.0
025-13.png,1024,1024,PNG,RGB,mvtec,1.0
019-28.png,1024,1024,PNG,RGB,mvtec,1.0
233-4.png,1024,1024,PNG,RGB,mvtec,1.0
227-5.png,1024,1024,PNG,RGB,mvtec,1.0
226-5.png,1024,1024,PNG,RGB,mvtec,1.0
232-4.png,1024,1024,PNG,RGB,mvtec,1.0
018-31.png,1024,1024,PNG,RGB,mvtec,1.0
024-15.png,1024,1024,PNG,RGB,mvtec,1.0
030-11.png,1024,1024,PNG,RGB,mvtec,1.0
193-8.png,1024,1024,PNG,RGB,mvtec,1.0
187-8.png,1024,1024,PNG,RGB,mvtec,1.0
178-8.png,1024,1024,PNG,RGB,mvtec,1.0
150-8.png,1024,1024,PNG,RGB,mvtec,1.0
144-8.png,1024,1024,PNG,RGB,mvtec,1.0
385.png,1024,1024,PNG,RGB,mvtec,1.0
352.png,1024,1024,PNG,RGB,mvtec,1.0
346.png,1024,1024,PNG,RGB,mvtec,1.0
350.png,1024,1024,PNG,RGB,mvtec,1.0
344.png,1024,1024,PNG,RGB,mvtec,1.0
378.png,1024,1024,PNG,RGB,mvtec,1.0
387.png,1024,1024,PNG,RGB,mvtec,1.0
152-8.png,1024,1024,PNG,RGB,mvtec,1.0
146-8.png,1024,1024,PNG,RGB,mvtec,1.0
191-8.png,1024,1024,PNG,RGB,mvtec,1.0
185-8.png,1024,1024,PNG,RGB,mvtec,1.0
026-11.png,1024,1024,PNG,RGB,mvtec,1.0
032-10.png,1024,1024,PNG,RGB,mvtec,1.0
224-5.png,1024,1024,PNG,RGB,mvtec,1.0
230-4.png,1024,1024,PNG,RGB,mvtec,1.0
218-7.png,1024,1024,PNG,RGB,mvtec,1.0
219-6.png,1024,1024,PNG,RGB,mvtec,1.0
231-4.png,1024,1024,PNG,RGB,mvtec,1.0
225-5.png,1024,1024,PNG,RGB,mvtec,1.0
033-9.png,1024,1024,PNG,RGB,mvtec,1.0
027-11.png,1024,1024,PNG,RGB,mvtec,1.0
184-8.png,1024,1024,PNG,RGB,mvtec,1.0
190-8.png,1024,1024,PNG,RGB,mvtec,1.0
147-8.png,1024,1024,PNG,RGB,mvtec,1.0
153-8.png,1024,1024,PNG,RGB,mvtec,1.0
386.png,1024,1024,PNG,RGB,mvtec,1.0
379.png,1024,1024,PNG,RGB,mvtec,1.0
345.png,1024,1024,PNG,RGB,mvtec,1.0
351.png,1024,1024,PNG,RGB,mvtec,1.0
002-53.png,1024,1024,PNG,RGB,mvtec,1.0
016-39.png,1024,1024,PNG,RGB,mvtec,1.0
017-35.png,1024,1024,PNG,RGB,mvtec,1.0
003-53.png,1024,1024,PNG,RGB,mvtec,1.0
015-43.png,1024,1024,PNG,RGB,mvtec,1.0
001-53.png,1024,1024,PNG,RGB,mvtec,1.0
000-53.png,1024,1024,PNG,RGB,mvtec,1.0
014-44.png,1024,1024,PNG,RGB,mvtec,1.0
010-45.png,1024,1024,PNG,RGB,mvtec,1.0
004-53.png,1024,1024,PNG,RGB,mvtec,1.0
005-53.png,1024,1024,PNG,RGB,mvtec,1.0
011-44.png,1024,1024,PNG,RGB,mvtec,1.0
007-53.png,1024,1024,PNG,RGB,mvtec,1.0
013-44.png,1024,1024,PNG,RGB,mvtec,1.0
012-44.png,1024,1024,PNG,RGB,mvtec,1.0
006-53.png,1024,1024,PNG,RGB,mvtec,1.0
008-52.png,1024,1024,PNG,RGB,mvtec,1.0
009-51.png,1024,1024,PNG,RGB,mvtec,1.0
002-55.png,1024,1024,PNG,RGB,mvtec,1.0
016-41.png,1024,1024,PNG,RGB,mvtec,1.0
017-36.png,1024,1024,PNG,RGB,mvtec,1.0
003-55.png,1024,1024,PNG,RGB,mvtec,1.0
029-12.png,1024,1024,PNG,RGB,mvtec,1.0
015-45.png,1024,1024,PNG,RGB,mvtec,1.0
001-55.png,1024,1024,PNG,RGB,mvtec,1.0
000-55.png,1024,1024,PNG,RGB,mvtec,1.0
014-46.png,1024,1024,PNG,RGB,mvtec,1.0
028-12.png,1024,1024,PNG,RGB,mvtec,1.0
010-47.png,1024,1024,PNG,RGB,mvtec,1.0
004-55.png,1024,1024,PNG,RGB,mvtec,1.0
038-10.png,1024,1024,PNG,RGB,mvtec,1.0
039-10.png,1024,1024,PNG,RGB,mvtec,1.0
005-55.png,1024,1024,PNG,RGB,mvtec,1.0
011-46.png,1024,1024,PNG,RGB,mvtec,1.0
007-55.png,1024,1024,PNG,RGB,mvtec,1.0
013-46.png,1024,1024,PNG,RGB,mvtec,1.0
012-46.png,1024,1024,PNG,RGB,mvtec,1.0
006-55.png,1024,1024,PNG,RGB,mvtec,1.0
023-17.png,1024,1024,PNG,RGB,mvtec,1.0
037-10.png,1024,1024,PNG,RGB,mvtec,1.0
036-10.png,1024,1024,PNG,RGB,mvtec,1.0
022-22.png,1024,1024,PNG,RGB,mvtec,1.0
008-54.png,1024,1024,PNG,RGB,mvtec,1.0
034-10.png,1024,1024,PNG,RGB,mvtec,1.0
020-28.png,1024,1024,PNG,RGB,mvtec,1.0
021-25.png,1024,1024,PNG,RGB,mvtec,1.0
035-10.png,1024,1024,PNG,RGB,mvtec,1.0
009-53.png,1024,1024,PNG,RGB,mvtec,1.0
031-12.png,1024,1024,PNG,RGB,mvtec,1.0
025-14.png,1024,1024,PNG,RGB,mvtec,1.0
019-29.png,1024,1024,PNG,RGB,mvtec,1.0
018-32.png,1024,1024,PNG,RGB,mvtec,1.0
024-16.png,1024,1024,PNG,RGB,mvtec,1.0
030-12.png,1024,1024,PNG,RGB,mvtec,1.0
026-12.png,1024,1024,PNG,RGB,mvtec,1.0
032-11.png,1024,1024,PNG,RGB,mvtec,1.0
033-10.png,1024,1024,PNG,RGB,mvtec,1.0
027-12.png,1024,1024,PNG,RGB,mvtec,1.0
002-56.png,1024,1024,PNG,RGB,mvtec,1.0
016-42.png,1024,1024,PNG,RGB,mvtec,1.0
003-56.png,1024,1024,PNG,RGB,mvtec,1.0
015-46.png,1024,1024,PNG,RGB,mvtec,1.0
001-56.png,1024,1024,PNG,RGB,mvtec,1.0
000-56.png,1024,1024,PNG,RGB,mvtec,1.0
014-47.png,1024,1024,PNG,RGB,mvtec,1.0
010-48.png,1024,1024,PNG,RGB,mvtec,1.0
004-56.png,1024,1024,PNG,RGB,mvtec,1.0
005-56.png,1024,1024,PNG,RGB,mvtec,1.0
011-47.png,1024,1024,PNG,RGB,mvtec,1.0
007-56.png,1024,1024,PNG,RGB,mvtec,1.0
013-47.png,1024,1024,PNG,RGB,mvtec,1.0
012-47.png,1024,1024,PNG,RGB,mvtec,1.0
006-56.png,1024,1024,PNG,RGB,mvtec,1.0
008-55.png,1024,1024,PNG,RGB,mvtec,1.0
009-54.png,1024,1024,PNG,RGB,mvtec,1.0
002-57.png,1024,1024,PNG,RGB,mvtec,1.0
016-43.png,1024,1024,PNG,RGB,mvtec,1.0
017-37.png,1024,1024,PNG,RGB,mvtec,1.0
003-57.png,1024,1024,PNG,RGB,mvtec,1.0
015-47.png,1024,1024,PNG,RGB,mvtec,1.0
001-57.png,1024,1024,PNG,RGB,mvtec,1.0
000-57.png,1024,1024,PNG,RGB,mvtec,1.0
014-48.png,1024,1024,PNG,RGB,mvtec,1.0
010-49.png,1024,1024,PNG,RGB,mvtec,1.0
004-57.png,1024,1024,PNG,RGB,mvtec,1.0
005-57.png,1024,1024,PNG,RGB,mvtec,1.0
011-48.png,1024,1024,PNG,RGB,mvtec,1.0
007-57.png,1024,1024,PNG,RGB,mvtec,1.0
013-48.png,1024,1024,PNG,RGB,mvtec,1.0
012-48.png,1024,1024,PNG,RGB,mvtec,1.0
006-57.png,1024,1024,PNG,RGB,mvtec,1.0
008-56.png,1024,1024,PNG,RGB,mvtec,1.0
009-55.png,1024,1024,PNG,RGB,mvtec,1.0
176-10.png,1024,1024,PNG,RGB,mvtec,1.0
162-10.png,1024,1024,PNG,RGB,mvtec,1.0
189-10.png,1024,1024,PNG,RGB,mvtec,1.0
002-65.png,1024,1024,PNG,RGB,mvtec,1.0
016-51.png,1024,1024,PNG,RGB,mvtec,1.0
200-10.png,1024,1024,PNG,RGB,mvtec,1.0
214-9.png,1024,1024,PNG,RGB,mvtec,1.0
215-9.png,1024,1024,PNG,RGB,mvtec,1.0
201-10.png,1024,1024,PNG,RGB,mvtec,1.0
017-42.png,1024,1024,PNG,RGB,mvtec,1.0
003-65.png,1024,1024,PNG,RGB,mvtec,1.0
188-10.png,1024,1024,PNG,RGB,mvtec,1.0
163-10.png,1024,1024,PNG,RGB,mvtec,1.0
177-10.png,1024,1024,PNG,RGB,mvtec,1.0
149-10.png,1024,1024,PNG,RGB,mvtec,1.0
161-10.png,1024,1024,PNG,RGB,mvtec,1.0
175-10.png,1024,1024,PNG,RGB,mvtec,1.0
029-14.png,1024,1024,PNG,RGB,mvtec,1.0
015-55.png,1024,1024,PNG,RGB,mvtec,1.0
001-65.png,1024,1024,PNG,RGB,mvtec,1.0
217-9.png,1024,1024,PNG,RGB,mvtec,1.0
203-10.png,1024,1024,PNG,RGB,mvtec,1.0
202-10.png,1024,1024,PNG,RGB,mvtec,1.0
216-9.png,1024,1024,PNG,RGB,mvtec,1.0
000-65.png,1024,1024,PNG,RGB,mvtec,1.0
014-56.png,1024,1024,PNG,RGB,mvtec,1.0
028-14.png,1024,1024,PNG,RGB,mvtec,1.0
174-10.png,1024,1024,PNG,RGB,mvtec,1.0
160-10.png,1024,1024,PNG,RGB,mvtec,1.0
148-10.png,1024,1024,PNG,RGB,mvtec,1.0
164-10.png,1024,1024,PNG,RGB,mvtec,1.0
170-10.png,1024,1024,PNG,RGB,mvtec,1.0
158-10.png,1024,1024,PNG,RGB,mvtec,1.0
010-57.png,1024,1024,PNG,RGB,mvtec,1.0
004-65.png,1024,1024,PNG,RGB,mvtec,1.0
038-12.png,1024,1024,PNG,RGB,mvtec,1.0
212-10.png,1024,1024,PNG,RGB,mvtec,1.0
206-10.png,1024,1024,PNG,RGB,mvtec,1.0
207-10.png,1024,1024,PNG,RGB,mvtec,1.0
213-9.png,1024,1024,PNG,RGB,mvtec,1.0
039-12.png,1024,1024,PNG,RGB,mvtec,1.0
005-65.png,1024,1024,PNG,RGB,mvtec,1.0
011-56.png,1024,1024,PNG,RGB,mvtec,1.0
159-10.png,1024,1024,PNG,RGB,mvtec,1.0
171-10.png,1024,1024,PNG,RGB,mvtec,1.0
165-10.png,1024,1024,PNG,RGB,mvtec,1.0
173-10.png,1024,1024,PNG,RGB,mvtec,1.0
167-10.png,1024,1024,PNG,RGB,mvtec,1.0
198-10.png,1024,1024,PNG,RGB,mvtec,1.0
007-65.png,1024,1024,PNG,RGB,mvtec,1.0
013-56.png,1024,1024,PNG,RGB,mvtec,1.0
205-10.png,1024,1024,PNG,RGB,mvtec,1.0
211-10.png,1024,1024,PNG,RGB,mvtec,1.0
210-10.png,1024,1024,PNG,RGB,mvtec,1.0
204-10.png,1024,1024,PNG,RGB,mvtec,1.0
012-56.png,1024,1024,PNG,RGB,mvtec,1.0
006-65.png,1024,1024,PNG,RGB,mvtec,1.0
199-10.png,1024,1024,PNG,RGB,mvtec,1.0
166-10.png,1024,1024,PNG,RGB,mvtec,1.0
172-10.png,1024,1024,PNG,RGB,mvtec,1.0
129-10.png,1024,1024,PNG,RGB,mvtec,1.0
115-10.png,1024,1024,PNG,RGB,mvtec,1.0
101-10.png,1024,1024,PNG,RGB,mvtec,1.0
049-11.png,1024,1024,PNG,RGB,mvtec,1.0
061-10.png,1024,1024,PNG,RGB,mvtec,1.0
075-10.png,1024,1024,PNG,RGB,mvtec,1.0
074-10.png,1024,1024,PNG,RGB,mvtec,1.0
060-10.png,1024,1024,PNG,RGB,mvtec,1.0
048-11.png,1024,1024,PNG,RGB,mvtec,1.0
100-10.png,1024,1024,PNG,RGB,mvtec,1.0
114-10.png,1024,1024,PNG,RGB,mvtec,1.0
128-10.png,1024,1024,PNG,RGB,mvtec,1.0
102-10.png,1024,1024,PNG,RGB,mvtec,1.0
116-10.png,1024,1024,PNG,RGB,mvtec,1.0
076-10.png,1024,1024,PNG,RGB,mvtec,1.0
062-10.png,1024,1024,PNG,RGB,mvtec,1.0
089-10.png,1024,1024,PNG,RGB,mvtec,1.0
088-10.png,1024,1024,PNG,RGB,mvtec,1.0
063-10.png,1024,1024,PNG,RGB,mvtec,1.0
077-10.png,1024,1024,PNG,RGB,mvtec,1.0
117-10.png,1024,1024,PNG,RGB,mvtec,1.0
103-10.png,1024,1024,PNG,RGB,mvtec,1.0
107-10.png,1024,1024,PNG,RGB,mvtec,1.0
113-10.png,1024,1024,PNG,RGB,mvtec,1.0
073-10.png,1024,1024,PNG,RGB,mvtec,1.0
067-10.png,1024,1024,PNG,RGB,mvtec,1.0
098-10.png,1024,1024,PNG,RGB,mvtec,1.0
099-10.png,1024,1024,PNG,RGB,mvtec,1.0
066-10.png,1024,1024,PNG,RGB,mvtec,1.0
072-10.png,1024,1024,PNG,RGB,mvtec,1.0
112-10.png,1024,1024,PNG,RGB,mvtec,1.0
106-10.png,1024,1024,PNG,RGB,mvtec,1.0
110-10.png,1024,1024,PNG,RGB,mvtec,1.0
104-10.png,1024,1024,PNG,RGB,mvtec,1.0
138-10.png,1024,1024,PNG,RGB,mvtec,1.0
064-10.png,1024,1024,PNG,RGB,mvtec,1.0
070-10.png,1024,1024,PNG,RGB,mvtec,1.0
058-11.png,1024,1024,PNG,RGB,mvtec,1.0
059-11.png,1024,1024,PNG,RGB,mvtec,1.0
071-10.png,1024,1024,PNG,RGB,mvtec,1.0
065-10.png,1024,1024,PNG,RGB,mvtec,1.0
139-10.png,1024,1024,PNG,RGB,mvtec,1.0
105-10.png,1024,1024,PNG,RGB,mvtec,1.0
111-10.png,1024,1024,PNG,RGB,mvtec,1.0
108-10.png,1024,1024,PNG,RGB,mvtec,1.0
134-10.png,1024,1024,PNG,RGB,mvtec,1.0
120-10.png,1024,1024,PNG,RGB,mvtec,1.0
068-10.png,1024,1024,PNG,RGB,mvtec,1.0
040-11.png,1024,1024,PNG,RGB,mvtec,1.0
054-11.png,1024,1024,PNG,RGB,mvtec,1.0
083-10.png,1024,1024,PNG,RGB,mvtec,1.0
097-10.png,1024,1024,PNG,RGB,mvtec,1.0
096-10.png,1024,1024,PNG,RGB,mvtec,1.0
082-10.png,1024,1024,PNG,RGB,mvtec,1.0
055-11.png,1024,1024,PNG,RGB,mvtec,1.0
041-11.png,1024,1024,PNG,RGB,mvtec,1.0
069-10.png,1024,1024,PNG,RGB,mvtec,1.0
121-10.png,1024,1024,PNG,RGB,mvtec,1.0
135-10.png,1024,1024,PNG,RGB,mvtec,1.0
109-10.png,1024,1024,PNG,RGB,mvtec,1.0
123-10.png,1024,1024,PNG,RGB,mvtec,1.0
137-10.png,1024,1024,PNG,RGB,mvtec,1.0
057-11.png,1024,1024,PNG,RGB,mvtec,1.0
043-11.png,1024,1024,PNG,RGB,mvtec,1.0
094-10.png,1024,1024,PNG,RGB,mvtec,1.0
080-10.png,1024,1024,PNG,RGB,mvtec,1.0
081-10.png,1024,1024,PNG,RGB,mvtec,1.0
095-10.png,1024,1024,PNG,RGB,mvtec,1.0
042-11.png,1024,1024,PNG,RGB,mvtec,1.0
056-11.png,1024,1024,PNG,RGB,mvtec,1.0
136-10.png,1024,1024,PNG,RGB,mvtec,1.0
122-10.png,1024,1024,PNG,RGB,mvtec,1.0
126-10.png,1024,1024,PNG,RGB,mvtec,1.0
132-10.png,1024,1024,PNG,RGB,mvtec,1.0
052-11.png,1024,1024,PNG,RGB,mvtec,1.0
046-11.png,1024,1024,PNG,RGB,mvtec,1.0
091-10.png,1024,1024,PNG,RGB,mvtec,1.0
085-10.png,1024,1024,PNG,RGB,mvtec,1.0
084-10.png,1024,1024,PNG,RGB,mvtec,1.0
090-10.png,1024,1024,PNG,RGB,mvtec,1.0
047-11.png,1024,1024,PNG,RGB,mvtec,1.0
053-11.png,1024,1024,PNG,RGB,mvtec,1.0
